n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,n_topics,fit_seconds,cv_val_norm,npmi_val_norm,topic_diversity_norm,intra_topic_similarity_norm,inter_topic_separation_norm,composite_score
30,10,20,3,"(1, 2)",0.5752059107957058,0.0715581106347273,0.8441862655893374,0.452468889653267,0.4178885221481323,171.0,71.25031690000712,1.0,1.0,0.8369043639460176,0.3568424756066314,0.6797808725678787,0.7747055424241056
30,10,15,3,"(1, 2)",0.5611633670867527,0.06387501824828816,0.8472764285805686,0.4661600715495065,0.397624413172404,222.66666666666666,71.18737290000233,0.6585737550190693,0.7973717843609252,0.8810016755079806,0.5249246957348375,0.4564255875108184,0.6636594996267262
50,10,10,3,"(1, 2)",0.5644759307904493,0.07003029206167975,0.8246548994094577,0.5048574566753362,0.3562147915363312,286.0,81.56021096666034,0.7391144469374548,0.959706439060491,0.5581874347390628,1.0,0.0,0.6514016641474016
50,5,20,1,"(1, 2)",0.5571397220154064,0.05463565015266996,0.8556153545907644,0.45650150916489923,0.4161765476067861,172.66666666666666,78.21016576667898,0.5607440415199451,0.5536995002488512,1.0,0.4063496434745597,0.6609111279296702,0.6363408626346052
50,5,20,3,"(1, 2)",0.5588140174999522,0.05517151335535201,0.8543883215496854,0.4567337708433259,0.40679292877515155,156.66666666666666,78.07242910000302,0.6014523656046,0.5678319613888151,0.9824899662371116,0.4092010451180788,0.5574829011313983,0.6236916478960007
50,10,15,3,"(1, 2)",0.5515223479167576,0.054977896795142374,0.8490356203526317,0.49381495856242275,0.3844081958134969,196.33333333333334,79.75402473333331,0.4241648728945341,0.5627256609384,0.906105732442854,0.8644348155881406,0.31075365102891017,0.6136369465785678
50,5,15,3,"(1, 2)",0.555254431569256,0.05626524125085205,0.849985798868279,0.4782207003302488,0.3855119049549103,200.66666666666666,79.30841526667548,0.5149056484859855,0.5966771347529957,0.9196649906965058,0.6729891416659883,0.3229189660790682,0.6054311763361088
50,10,20,3,"(1, 2)",0.5560516197779503,0.04970942408020743,0.850102564102564,0.4608929987244706,0.41052279869715375,153.66666666666666,79.11175059998641,0.5342882462744484,0.42377884477689504,0.9213312564988226,0.46026254306472075,0.5985943144509969,0.5876510410131768
50,10,20,1,"(1, 2)",0.5533276909777175,0.05470501088850561,0.8407616520366684,0.46681392249269055,0.40134938557942706,172.0,79.2887846333421,0.4680594489045011,0.5555287691722077,0.7880343686610131,0.5329518126774209,0.4974830193868932,0.5684114837604072
50,10,15,1,"(1, 2)",0.5548925094449735,0.046025375099546066,0.8449396686740344,0.48779923557877697,0.3791407346725464,226.0,80.34770269999474,0.5061059812440366,0.326618452355226,0.8476555931374554,0.7905817266122954,0.25269458284717183,0.544731267239237
30,10,20,1,"(1, 2)",0.558354246203325,0.05607011376236662,0.8258105617185413,0.4472548685725372,0.41155948241551715,188.66666666666666,70.3844716999932,0.59027362259258,0.5915309861938917,0.5746789923199049,0.2928316220743269,0.6100208611452737,0.5318672168651954
30,5,20,3,"(1, 2)",0.5525169946919051,0.06112725010906311,0.8214876033057852,0.45106728078980446,0.4124809006849925,174.0,68.80654713333934,0.4483484197333082,0.7249041727487316,0.5129894165474758,0.339635376080267,0.6201769277397611,0.5292108625699088
50,5,10,3,"(1, 2)",0.5531191675380058,0.053864915850880435,0.8269197415490112,0.49479745946063525,0.3725694219271342,280.0,80.84234283333838,0.4629894718058454,0.5333727218569776,0.5905072346169197,0.8764966619284389,0.18026418715552633,0.5287260554727415
15,5,20,1,"(1, 2)",0.5497980863989808,0.046773896218919,0.8396754850088183,0.42387982585060696,0.44694069027900696,206.66666666666666,62.46341146666479,0.3822416894897838,0.3463593966466685,0.7725345241636989,0.005863768891919202,1.0,0.501399875838414
30,5,15,3,"(1, 2)",0.5474139709478326,0.052042213774055684,0.833513109606299,0.4688830900968493,0.390651931365331,226.33333333333334,70.16945296666624,0.3242750131555278,0.48530212073801754,0.6845960597986206,0.55835431535105,0.379573421770924,0.486420186162828
30,10,15,1,"(1, 2)",0.5495102519286229,0.05083218194992605,0.8373559508124725,0.46317100008259926,0.3901791274547577,253.0,71.56380799999654,0.3752433675028849,0.45338963328405396,0.7394342564997807,0.4882288303167002,0.3743620773023031,0.4861316329811446
30,10,10,3,"(1, 2)",0.5541581315171665,0.05628859121694676,0.8196637528057408,0.49021692682990764,0.356877197821935,332.0,73.38723003333628,0.4882505340056461,0.5972929495482667,0.48696266521716625,0.8202629415836779,0.00730118185417588,0.4800140544417865
50,10,10,1,"(1, 2)",0.5539770017078021,0.0492179919789349,0.8209442550690876,0.5007031065056021,0.3598279853661855,340.0,82.42762479999995,0.48384659751471015,0.4108181767567666,0.505235716646116,0.9489983841416433,0.03982538481213999,0.4777448519742752
30,5,20,1,"(1, 2)",0.550103617527549,0.06040460102929789,0.8111587239336172,0.4434881292153121,0.41278443733851117,195.33333333333334,69.75068059999224,0.3896702827784293,0.705845558560453,0.3655940160288293,0.24658857902626227,0.6235225727840674,0.46624420183560833
15,10,15,3,"(1, 2)",0.5576347012666834,0.05673312428056373,0.8137178233952428,0.45236296786241015,0.3870753546555837,273.6666666666667,64.45208680000117,0.5727788203043054,0.6090167369170432,0.4021129331854911,0.35554210797569213,0.3401516385831763,0.45592044739314164
50,5,15,1,"(1, 2)",0.5459940929322635,0.050863968640762036,0.8217844228853686,0.47017947817041134,0.3882215718428294,230.0,79.61307330000757,0.2897525199922951,0.45422795203921235,0.5172250978095067,0.5742696532089073,0.3527854862841147,0.4376521418668073
15,5,15,3,"(1, 2)",0.54768306163518,0.05448393545193089,0.8190522389182197,0.4436525544016283,0.4037608901659648,251.33333333333334,63.565269666656,0.33081760435869956,0.5496982885555969,0.47823622635325963,0.24860717395623053,0.5240631317909314,0.42628448500294364
30,5,10,3,"(1, 2)",0.5523412153703812,0.04872047572081342,0.8225733799766783,0.47752918519093795,0.3645695348580678,322.3333333333333,71.96492826666993,0.444074573417634,0.3976970496683408,0.5284836905643974,0.6644996335469295,0.09208774382531103,0.4253685382045225
15,5,10,3,"(1, 2)",0.5530254134344866,0.05331235227638708,0.8142752927236524,0.46220748130921924,0.3692060311635335,380.3333333333333,65.7513463999979,0.4607099623252587,0.5187998174201706,0.41006814419891474,0.4764000213948494,0.14319218445054097,0.4018340259579468
15,5,20,3,"(1, 2)",0.5433615984946459,0.04743756496628037,0.8272630165795917,0.4234021909976431,0.41763466596603394,188.66666666666666,62.44886136666173,0.22574683061025574,0.3638625070206386,0.595405845472692,0.0,0.6769828161626354,0.3723995998532444
15,10,15,1,"(1, 2)",0.5458807767175927,0.04563552969015038,0.8163015852634498,0.4510627935610285,0.39780498544375104,296.0,64.96954760000033,0.28699738314014195,0.31633695687036656,0.43898378835641727,0.33958028782122557,0.4584158931881333,0.36806286187525694
15,10,10,3,"(1, 2)",0.5517919230017085,0.05248293657002629,0.7986854669243632,0.4759095987146542,0.3598048488299052,408.6666666666667,67.42329390000668,0.430719241597445,0.49692541891631486,0.1875978708124364,0.6446164932390676,0.03957036902722174,0.3598858787184971
15,10,20,3,"(1, 2)",0.5462983368350413,0.054884761786087255,0.7972063707729468,0.4413362132364767,0.4051357905069987,198.0,63.412289200001396,0.297149816054654,0.5602693868564071,0.1664908405346834,0.2201702012709158,0.5392175734673214,0.3566595636367964
30,10,10,1,"(1, 2)",0.5461136382949191,0.04468962781492738,0.8046283162595219,0.4840913215241736,0.36040661732355755,388.6666666666667,74.39800036666566,0.2926591105019869,0.2913904380071562,0.2724036494855821,0.7450608628135689,0.04620318834333707,0.32954344983032624
15,5,15,1,"(1, 2)",0.5518902160842495,0.05469971360794429,0.7855393594387902,0.4375597670440375,0.39851443966229755,291.6666666666667,63.98214909998933,0.4331091104684359,0.555389062599139,0.0,0.17380799054064724,0.46623564728678074,0.32570836217900057
30,5,15,1,"(1, 2)",0.5340768414421259,0.04118599393297843,0.8256299084272737,0.4580398209770214,0.39124303062756854,254.66666666666666,70.74272966667195,0.0,0.19898818042074812,0.5721010297683092,0.42523500096893024,0.38608864256707254,0.316482570745012
30,5,10,1,"(1, 2)",0.5431241845078082,0.040470295863110343,0.8147923454021958,0.46774049485090696,0.3676636914412181,379.0,73.66292646666018,0.2199744173130636,0.18011288704413003,0.41744660065068645,0.5443270423879559,0.12619219058230777,0.2976106275956288
50,5,10,1,"(1, 2)",0.5344890582745152,0.03364092145054964,0.8183427972819642,0.4828874645371864,0.37677199641863507,341.0,81.4819662666705,0.010022517865541362,0.0,0.46811233678570024,0.7302814992331871,0.22658584998545916,0.28700044077397757
15,10,20,1,"(1, 2)",0.5353777583483885,0.043774385134122594,0.8089983775352377,0.4283277546452085,0.4176444411277771,215.33333333333334,63.600886699995804,0.03163010801627649,0.26725250213962354,0.33476539356411344,0.060469554749906104,0.677090560058024,0.27424162370558874
15,5,10,1,"(1, 2)",0.5401281714839306,0.04206854997152199,0.80016411248041,0.45035423865851393,0.3740473488966624,458.0,70.39522373334815,0.14713024478580797,0.22226406287755857,0.20869847099428288,0.33088158803037054,0.19655421007081333,0.22110571535176665
15,10,10,1,"(1, 2)",0.5364595934787763,0.040601823733567174,0.7932149785816994,0.47035211338301336,0.3625072439511617,469.0,68.03358049999224,0.057933526678327164,0.1835817061545855,0.10953278831450194,0.5763890399810913,0.06935673828569806,0.1993587598828408
